date,number_of_hours,current_soc_mwh,soc_pct,net_power_to_be_sold_or_buy,current_release,battery_grid_power_mw,uncontrolled_power,next_soc_mwh,surplus,throughput_mwh,wear_cost,current_benefit,net_benefit,cumulative_net_benefit,cumulative_benefit,wind_only_revenue,marginal_benefit_vs_wind_only_net,price
0,0,1.5,50,1.645,0.5,0.475,1.17,1,0,0.5,2.5,120.891,118.391,118.391,120.891,85.9833,,73.49
1,1,1,33.33,1.18,0,0,1.18,1,0,0,0,85.6916,85.6916,204.0826,206.5826,85.6916,,72.62
2,2,1,33.33,1.18,0,0,1.18,1,0,0,0,83.072,83.072,287.1546,289.6546,83.072,,70.4
3,3,1,33.33,1.18,0,0,1.18,1,0,0,0,85.6916,85.6916,372.8462,375.3462,85.6916,,72.62
4,4,1,33.33,1.18,0,0,1.18,1,0,0,0,85.3258,85.3258,458.172,460.672,85.3258,,72.31
5,5,1,33.33,1.18,0,0,1.18,1,0,0,0,84.2166,84.2166,542.3886,544.8886,84.2166,,71.37
6,6,1,33.33,1.18,0,0,1.18,1,0,0,0,75.7914,75.7914,618.18,620.68,75.7914,,64.23
7,7,1,33.33,1.18,0,0,1.18,1,0,0,0,72.7942,72.7942,690.9742,693.4742,72.7942,,61.69
8,8,1,33.33,1.18,0,0,1.18,1,0,0,0,85.6916,85.6916,776.6658,779.1658,85.6916,,72.62
9,9,1,33.33,1.15,0,0,1.15,1,0,0,0,83.513,83.513,860.1788,862.6788,83.513,,72.62
10,10,1,33.33,1.16,0,0,1.16,1,0,0,0,74.2052,74.2052,934.384,936.884,74.2052,,63.97
11,11,1,33.33,1.16,0,0,1.16,1,0,0,0,70.1916,70.1916,1004.5756,1007.0756,70.1916,,60.51
12,12,1,33.33,0.0847,-1,-1.0753,1.16,2,0,1,5,3.8942,-1.1058,1003.4698,1010.9698,53.3136,,45.96
13,13,2,66.67,1.16,0,0,1.16,2,0,0,0,75.1796,75.1796,1078.6494,1086.1494,75.1796,,64.81
14,14,2,66.67,0.0847,-1,-1.0753,1.16,3,0,1,5,4.6306,-0.3694,1078.28,1090.78,63.394,,54.65
15,15,3,100,1.17,0,0,1.17,3,0,0,0,78.4368,78.4368,1156.7168,1169.2168,78.4368,,67.04
16,16,3,100,2.34,0,0,2.34,3,0,0,0,151.8192,151.8192,1308.536,1321.036,151.8192,,64.88
17,17,3,100,2.34,0,0,2.34,3,0,0,0,169.9308,169.9308,1478.4668,1490.9668,169.9308,,72.62
18,18,3,100,2.33,0,0,2.33,3,0,0,0,169.2046,169.2046,1647.6714,1660.1714,169.2046,,72.62
19,19,3,100,1.18,0,0,1.18,3,0,0,0,86.7418,86.7418,1734.4132,1746.9132,86.7418,,73.51
20,20,3,100,2.605,1.5,1.425,1.18,1.5,0,1.5,7.5,191.4935,183.9935,1918.4067,1938.4067,86.7418,,73.51
21,21,1.5,50,2.605,1.5,1.425,1.18,0,0,1.5,7.5,191.4935,183.9935,2102.4002,2129.9002,86.7418,,73.51
22,22,0,0,1.18,0,0,1.18,0,0,0,0,85.6916,85.6916,2188.0918,2215.5918,85.6916,,72.62
23,23,0,0,1.18,0,0,1.18,0,0,0,0,81.656,81.656,2269.7478,2297.2478,81.656,,69.2
24,24,0,0,1.17,0,0,1.17,0,0,0,0,84.6963,84.6963,2354.4441,2381.9441,84.6963,,72.39
25,25,0,0,1.17,0,0,1.17,0,0,0,0,84.6963,84.6963,2439.1404,2466.6404,84.6963,,72.39
26,26,0,0,1.18,0,0,1.18,0,0,0,0,82.9304,82.9304,2522.0708,2549.5708,82.9304,,70.28
27,27,0,0,1.18,0,0,1.18,0,0,0,0,81.9156,81.9156,2603.9864,2631.4864,81.9156,,69.42
28,28,0,0,1.18,0,0,1.18,0,0,0,0,72.9004,72.9004,2676.8868,2704.3868,72.9004,,61.78
29,29,0,0,1.18,0,0,1.18,0,0,0,0,71.98,71.98,2748.8668,2776.3668,71.98,,61
30,30,0,0,1.18,0,0,1.18,0,0,0,0,72.393,72.393,2821.2598,2848.7598,72.393,,61.35
31,31,0,0,0.1147,-1,-1.0753,1.19,1,0,1,5,5.4979,0.4979,2821.7577,2854.2577,57.0248,,47.92
32,32,1,33.33,1.17,0,0,1.17,1,0,0,0,81.9819,81.9819,2903.7396,2936.2396,81.9819,,70.07
33,33,1,33.33,1.16,0,0,1.16,1,0,0,0,81.5248,81.5248,2985.2644,3017.7644,81.5248,,70.28
34,34,1,33.33,0.0847,-1,-1.0753,1.16,2,0,1,5,4.3306,-0.6694,2984.595,3022.095,59.2876,,51.11
35,35,2,66.67,1.16,0,0,1.16,2,0,0,0,70.238,70.238,3054.833,3092.333,70.238,,60.55
36,36,2,66.67,1.16,0,0,1.16,2,0,0,0,64.2292,64.2292,3119.0622,3156.5622,64.2292,,55.37
37,37,2,66.67,1.2,0,0,1.2,2,0,0,0,71.376,71.376,3190.4382,3227.9382,71.376,,59.48
38,38,2,66.67,2.33,0,0,2.33,2,0,0,0,162.7738,162.7738,3353.212,3390.712,162.7738,,69.86
39,39,2,66.67,2.32,0,0,2.32,2,0,0,0,164.6736,164.6736,3517.8856,3555.3856,164.6736,,70.98
40,40,2,66.67,2.34,0,0,2.34,2,0,0,0,154.1826,154.1826,3672.0682,3709.5682,154.1826,,65.89
41,41,2,66.67,2.34,0,0,2.34,2,0,0,0,167.4504,167.4504,3839.5186,3877.0186,167.4504,,71.56
42,42,2,66.67,1.19,0,0,1.19,2,0,0,0,84.9065,84.9065,3924.4251,3961.9251,84.9065,,71.35
43,43,2,66.67,1.18,0,0,1.18,2,0,0,0,85.4202,85.4202,4009.8453,4047.3453,85.4202,,72.39
44,44,2,66.67,1.4175,0.25,0.2375,1.18,1.75,0,0.25,1.25,102.6128,101.3628,4111.2081,4149.9581,85.4202,,72.39
45,45,1.75,58.33,1.18,0,0,1.18,1.75,0,0,0,84.3464,84.3464,4195.5545,4234.3045,84.3464,,71.48
46,46,1.75,58.33,1.18,0,0,1.18,1.75,0,0,0,75.0126,75.0126,4270.5671,4309.3171,75.0126,,63.57
47,47,1.75,58.33,0,0,0,0,1.75,0,0,0,0,0,4270.5671,4309.3171,0,,62.77
48,48,1.75,58.33,2.8425,1.75,1.6625,1.18,0,0,1.75,8.75,206.1381,197.3881,4467.9552,4515.4552,85.5736,,72.52
49,49,0,0,1.18,0,0,1.18,0,0,0,0,84.3228,84.3228,4552.278,4599.778,84.3228,,71.46
50,50,0,0,1.17,0,0,1.17,0,0,0,0,77.8401,77.8401,4630.1181,4677.6181,77.8401,,66.53
51,51,0,0,1.18,0,0,1.18,0,0,0,0,84.3464,84.3464,4714.4645,4761.9645,84.3464,,71.48
52,52,0,0,1.18,0,0,1.18,0,0,0,0,78.8004,78.8004,4793.2649,4840.7649,78.8004,,66.78
53,53,0,0,2.35,0,0,2.35,0,0,0,0,139.8955,139.8955,4933.1604,4980.6604,139.8955,,59.53
54,54,0,0,0.1995,-2,-2.1505,2.35,2,0,2,10,10.2145,0.2145,4933.3749,4990.8749,120.3435,,51.21
55,55,2,66.67,1.28,0,0,1.28,2,0,0,0,72.64,72.64,5006.0149,5063.5149,72.64,,56.75
56,56,2,66.67,1.01,0,0,1.01,2,0,0,0,70.0334,70.0334,5076.0483,5133.5483,70.0334,,69.34
57,57,2,66.67,1.02,0,0,1.02,2,0,0,0,68.1156,68.1156,5144.1639,5201.6639,68.1156,,66.78
58,58,2,66.67,1.02,0,0,1.02,2,0,0,0,62.985,62.985,5207.1489,5264.6489,62.985,,61.75
59,59,2,66.67,1.02,0,0,1.02,2,0,0,0,62.985,62.985,5270.1339,5327.6339,62.985,,61.75
60,60,2,66.67,0.2135,-0.75,-0.8065,1.02,2.75,0,0.75,3.75,10.7073,6.9573,5277.0912,5338.3412,51.1428,,50.14
61,61,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,72.2007,72.2007,5349.2919,5410.5419,72.2007,,61.71
62,62,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,78.8004,78.8004,5428.0923,5489.3423,78.8004,,66.78
63,63,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,72.3879,72.3879,5500.4802,5561.7302,72.3879,,61.87
64,64,2.75,91.67,2.14,0,0,2.14,2.75,0,0,0,134.4134,134.4134,5634.8936,5696.1436,134.4134,,62.81
65,65,2.75,91.67,2.14,0,0,2.14,2.75,0,0,0,144.8352,144.8352,5779.7288,5840.9788,144.8352,,67.68
66,66,2.75,91.67,2.14,0,0,2.14,2.75,0,0,0,136.8958,136.8958,5916.6246,5977.8746,136.8958,,63.97
67,67,2.75,91.67,2.13,1,0.95,1.18,1.75,0,1,5,154.0629,149.0629,6065.6875,6131.9375,85.3494,,72.33
68,68,1.75,58.33,2.8425,1.75,1.6625,1.18,0,0,1.75,8.75,206.1381,197.3881,6263.0756,6338.0756,85.5736,,72.52
69,69,0,0,1.19,0,0,1.19,0,0,0,0,85.3111,85.3111,6348.3867,6423.3867,85.3111,,71.69
70,70,0,0,1.19,0,0,1.19,0,0,0,0,83.7403,83.7403,6432.127,6507.127,83.7403,,70.37
71,71,0,0,1.18,0,0,1.18,0,0,0,0,79.3078,79.3078,6511.4348,6586.4348,79.3078,,67.21
72,72,0,0,1.17,0,0,1.17,0,0,0,0,83.1987,83.1987,6594.6335,6669.6335,83.1987,,71.11
73,73,0,0,1.17,0,0,1.17,0,0,0,0,81.8298,81.8298,6676.4633,6751.4633,81.8298,,69.94
74,74,0,0,1.17,0,0,1.17,0,0,0,0,77.8518,77.8518,6754.3151,6829.3151,77.8518,,66.54
75,75,0,0,1.17,0,0,1.17,0,0,0,0,66.9006,66.9006,6821.2157,6896.2157,66.9006,,57.18
76,76,0,0,1.17,0,0,1.17,0,0,0,0,65.9061,65.9061,6887.1218,6962.1218,65.9061,,56.33
77,77,0,0,1.18,0,0,1.18,0,0,0,0,76.4876,76.4876,6963.6094,7038.6094,76.4876,,64.82
78,78,0,0,1.18,0,0,1.18,0,0,0,0,66.5992,66.5992,7030.2086,7105.2086,66.5992,,56.44
79,79,0,0,0.1047,-1,-1.0753,1.18,1,0,1,5,4.4532,-0.5468,7029.6618,7109.6618,50.1736,,42.52
80,80,1,33.33,1.18,0,0,1.18,1,0,0,0,79.1426,79.1426,7108.8044,7188.8044,79.1426,,67.07
81,81,1,33.33,1.16,0,0,1.16,1,0,0,0,77.1864,77.1864,7185.9908,7265.9908,77.1864,,66.54
82,82,1,33.33,1.15,0,0,1.15,1,0,0,0,65.2855,65.2855,7251.2763,7331.2763,65.2855,,56.77
83,83,1,33.33,1.16,0,0,1.16,1,0,0,0,72.0012,72.0012,7323.2775,7403.2775,72.0012,,62.07
84,84,1,33.33,0.0847,-1,-1.0753,1.16,2,0,1,5,3.2638,-1.7362,7321.5413,7406.5413,44.6832,,38.52
85,85,2,66.67,0.0847,-1,-1.0753,1.16,3,0,1,5,4.4687,-0.5313,7321.01,7411.01,61.1784,,52.74
86,86,3,100,2.33,0,0,2.33,3,0,0,0,157.508,157.508,7478.518,7568.518,157.508,,67.6
87,87,3,100,2.34,0,0,2.34,3,0,0,0,158.184,158.184,7636.702,7726.702,158.184,,67.6
88,88,3,100,2.34,0,0,2.34,3,0,0,0,148.941,148.941,7785.643,7875.643,148.941,,63.65
89,89,3,100,2.34,0,0,2.34,3,0,0,0,134.316,134.316,7919.959,8009.959,134.316,,57.4
90,90,3,100,1.18,0,0,1.18,3,0,0,0,82.187,82.187,8002.146,8092.146,82.187,,69.65
91,91,3,100,1.18,0,0,1.18,3,0,0,0,85.0308,85.0308,8087.1768,8177.1768,85.0308,,72.06
92,92,3,100,2.8425,1.75,1.6625,1.18,1.25,0,1.75,8.75,205.399,196.649,8283.8258,8382.5758,85.2668,,72.26
93,93,1.25,41.67,2.3675,1.25,1.1875,1.18,0,0,1.25,6.25,170.602,164.352,8448.1778,8553.1778,85.0308,,72.06
94,94,0,0,1.09,0,0,1.09,0,0,0,0,77.5099,77.5099,8525.6877,8630.6877,77.5099,,71.11
95,95,0,0,0,0,0,0,0,0,0,0,0,0,8525.6877,8630.6877,0,,68.03
96,96,0,0,1.08,0,0,1.08,0,0,0,0,77.5008,77.5008,8603.1885,8708.1885,77.5008,,71.76
97,97,0,0,1.08,0,0,1.08,0,0,0,0,77.2956,77.2956,8680.4841,8785.4841,77.2956,,71.57
98,98,0,0,1.08,0,0,1.08,0,0,0,0,75.0168,75.0168,8755.5009,8860.5009,75.0168,,69.46
99,99,0,0,1.09,0,0,1.09,0,0,0,0,76.8559,76.8559,8832.3568,8937.3568,76.8559,,70.51
100,100,0,0,1.09,0,0,1.09,0,0,0,0,71.9182,71.9182,8904.275,9009.275,71.9182,,65.98
101,101,0,0,1.09,0,0,1.09,0,0,0,0,66.9696,66.9696,8971.2446,9076.2446,66.9696,,61.44
102,102,0,0,1.1,0,0,1.1,0,0,0,0,68.398,68.398,9039.6426,9144.6426,68.398,,62.18
103,103,0,0,1.09,0,0,1.09,0,0,0,0,64.1356,64.1356,9103.7782,9208.7782,64.1356,,58.84
104,104,0,0,1.09,0,0,1.09,0,0,0,0,68.6264,68.6264,9172.4046,9277.4046,68.6264,,62.96
105,105,0,0,1.08,0,0,1.08,0,0,0,0,48.4488,48.4488,9220.8534,9325.8534,48.4488,,44.86
106,106,0,0,0.8112,-0.25,-0.2688,1.08,0.25,0,0.25,1.25,34.2481,32.9981,9253.8515,9360.1015,45.5976,,42.22
107,107,0.25,8.33,0.0047,-1,-1.0753,1.08,1.25,0,1,5,0.1898,-4.8102,9249.0413,9360.2913,43.3188,,40.11
108,108,1.25,41.67,0.0047,-1,-1.0753,1.08,2.25,0,1,5,0.1383,-4.8617,9244.1796,9360.4296,31.5792,,29.24
109,109,2.25,75,0.2535,-0.75,-0.8065,1.06,3,0,0.75,3.75,10.1698,6.4198,9250.5994,9370.5994,42.5166,,40.11
110,110,3,100,1.07,0,0,1.07,3,0,0,0,53.0827,53.0827,9303.6821,9423.6821,53.0827,,49.61
111,111,3,100,2.36,0,0,2.36,3,0,0,0,145.494,145.494,9449.1761,9569.1761,145.494,,61.65
112,112,3,100,2.38,0,0,2.38,3,0,0,0,131.138,131.138,9580.3141,9700.3141,131.138,,55.1
113,113,3,100,2.39,0,0,2.39,3,0,0,0,141.2729,141.2729,9721.587,9841.587,141.2729,,59.11
114,114,3,100,2.39,0,0,2.39,3,0,0,0,168.5189,168.5189,9890.1059,10010.1059,168.5189,,70.51
115,115,3,100,1.13,0,0,1.13,3,0,0,0,81.0888,81.0888,9971.1947,10091.1947,81.0888,,71.76
116,116,3,100,2.3075,1.25,1.1875,1.12,1.75,0,1.25,6.25,165.6324,159.3824,10130.5771,10256.8271,80.3936,,71.78
117,117,1.75,58.33,1.12,0,0,1.12,1.75,0,0,0,80.3712,80.3712,10210.9483,10337.1983,80.3712,,71.76
118,118,1.75,58.33,1.13,0,0,1.13,1.75,0,0,0,80.6368,80.6368,10291.5851,10417.8351,80.6368,,71.36
119,119,1.75,58.33,1.12,0,0,1.12,1.75,0,0,0,75.6672,75.6672,10367.2523,10493.5023,75.6672,,67.56
120,120,1.75,58.33,2.7825,1.75,1.6625,1.12,0,0,1.75,8.75,200.2843,191.5343,10558.7866,10693.7866,80.6176,,71.98
121,121,0,0,1.12,0,0,1.12,0,0,0,0,78.736,78.736,10637.5226,10772.5226,78.736,,70.3
122,122,0,0,1.13,0,0,1.13,0,0,0,0,76.5688,76.5688,10714.0914,10849.0914,76.5688,,67.76
123,123,0,0,1.13,0,0,1.13,0,0,0,0,78.4898,78.4898,10792.5812,10927.5812,78.4898,,69.46
124,124,0,0,1.13,0,0,1.13,0,0,0,0,72.0375,72.0375,10864.6187,10999.6187,72.0375,,63.75
125,125,0,0,1.13,0,0,1.13,0,0,0,0,73.6986,73.6986,10938.3173,11073.3173,73.6986,,65.22
126,126,0,0,1.13,0,0,1.13,0,0,0,0,78.3203,78.3203,11016.6376,11151.6376,78.3203,,69.31
127,127,0,0,1.13,0,0,1.13,0,0,0,0,65.2236,65.2236,11081.8612,11216.8612,65.2236,,57.72
128,128,0,0,1.13,0,0,1.13,0,0,0,0,23.9334,23.9334,11105.7946,11240.7946,23.9334,,21.18
129,129,0,0,1.12,0,0,1.12,0,0,0,0,12.1184,12.1184,11117.913,11252.913,12.1184,,10.82
130,130,0,0,0.0447,-1,-1.0753,1.12,1,0,1,5,0.2366,-4.7634,11113.1496,11253.1496,5.9248,,5.29
131,131,1,33.33,0.0447,-1,-1.0753,1.12,2,0,1,5,0.1897,-4.8103,11108.3393,11253.3393,4.7488,,4.24
132,132,2,66.67,0.0347,-1,-1.0753,1.11,3,0,1,5,0.1473,-4.8527,11103.4866,11253.4866,4.7064,,4.24
133,133,3,100,1.11,0,0,1.11,3,0,0,0,16.4502,16.4502,11119.9368,11269.9368,16.4502,,14.82
134,134,3,100,1.16,0,0,1.16,3,0,0,0,20.9728,20.9728,11140.9096,11290.9096,20.9728,,18.08
135,135,3,100,1.16,0,0,1.16,3,0,0,0,24.94,24.94,11165.8496,11315.8496,24.94,,21.5
136,136,3,100,1.16,0,0,1.16,3,0,0,0,24.5688,24.5688,11190.4184,11340.4184,24.5688,,21.18
137,137,3,100,1.17,0,0,1.17,3,0,0,0,59.4594,59.4594,11249.8778,11399.8778,59.4594,,50.82
138,138,3,100,1.17,0,0,1.17,3,0,0,0,81.7596,81.7596,11331.6374,11481.6374,81.7596,,69.88
139,139,3,100,1.16,0,0,1.16,3,0,0,0,83.4968,83.4968,11415.1342,11565.1342,83.4968,,71.98
140,140,3,100,1.4075,0.25,0.2375,1.17,2.75,0,0.25,1.25,101.34,100.09,11515.2242,11666.4742,84.24,,72
141,141,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,84.96,84.96,11600.1842,11751.4342,84.96,,72
142,142,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,84.9364,84.9364,11685.1206,11836.3706,84.9364,,71.98
143,143,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,82.954,82.954,11768.0746,11919.3246,82.954,,70.3
144,144,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,84.2166,84.2166,11852.2912,12003.5412,84.2166,,71.98
145,145,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,81.7596,81.7596,11934.0508,12085.3008,81.7596,,69.88
146,146,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,79.2792,79.2792,12013.33,12164.58,79.2792,,67.76
147,147,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,82.0053,82.0053,12095.3353,12246.5853,82.0053,,70.09
148,148,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,77.4552,77.4552,12172.7905,12324.0405,77.4552,,65.64
149,149,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,74.9654,74.9654,12247.7559,12399.0059,74.9654,,63.53
150,150,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,66.08,66.08,12313.8359,12465.0859,66.08,,56
151,151,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,66.08,66.08,12379.9159,12531.1659,66.08,,56
152,152,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,83.957,83.957,12463.8729,12615.1229,83.957,,71.15
153,153,2.75,91.67,1.17,0,0,1.17,2.75,0,0,0,83.2455,83.2455,12547.1184,12698.3684,83.2455,,71.15
154,154,2.75,91.67,1.16,0,0,1.16,2.75,0,0,0,71.2356,71.2356,12618.354,12769.604,71.2356,,61.41
155,155,2.75,91.67,1.16,0,0,1.16,2.75,0,0,0,75.2492,75.2492,12693.6032,12844.8532,75.2492,,64.87
156,156,2.75,91.67,1.16,0,0,1.16,2.75,0,0,0,68.73,68.73,12762.3332,12913.5832,68.73,,59.25
157,157,2.75,91.67,2.31,0,0,2.31,2.75,0,0,0,145.3683,145.3683,12907.7015,13058.9515,145.3683,,62.93
158,158,2.75,91.67,2.32,0,0,2.32,2.75,0,0,0,153.7696,153.7696,13061.4711,13212.7211,153.7696,,66.28
159,159,2.75,91.67,2.32,0,0,2.32,2.75,0,0,0,152.0064,152.0064,13213.4775,13364.7275,152.0064,,65.52
160,160,2.75,91.67,2.32,0,0,2.32,2.75,0,0,0,154.744,154.744,13368.2215,13519.4715,154.744,,66.7
161,161,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,83.898,83.898,13452.1195,13603.3695,83.898,,71.1
162,162,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,84.9364,84.9364,13537.0559,13688.3059,84.9364,,71.98
163,163,2.75,91.67,1.18,0,0,1.18,2.75,0,0,0,84.96,84.96,13622.0159,13773.2659,84.96,,72
164,164,2.75,91.67,2.3675,1.25,1.1875,1.18,1.5,0,1.25,6.25,170.46,164.21,13786.2259,13943.7259,84.96,,72
165,165,1.5,50,2.605,1.5,1.425,1.18,0,0,1.5,7.5,187.56,180.06,13966.2859,14131.2859,84.96,,72
166,166,0,0,1.16,0,0,1.16,0,0,0,0,83.4968,83.4968,14049.7827,14214.7827,83.4968,,71.98
167,167,0,0,1.17,0,0,1.17,0,0,0,0,83.2455,83.2455,14133.0282,14298.0282,83.2455,,71.15
168,168,0,0,1.16,0,0,1.16,0,0,0,0,82.2904,82.2904,14215.3186,14380.3186,82.2904,,70.94
169,169,0,0,1.16,0,0,1.16,0,0,0,0,80.8172,80.8172,14296.1358,14461.1358,80.8172,,69.67
170,170,0,0,1.17,0,0,1.17,0,0,0,0,79.2792,79.2792,14375.415,14540.415,79.2792,,67.76
171,171,0,0,1.17,0,0,1.17,0,0,0,0,77.5476,77.5476,14452.9626,14617.9626,77.5476,,66.28
172,172,0,0,1.18,0,0,1.18,0,0,0,0,82.0572,82.0572,14535.0198,14700.0198,82.0572,,69.54
173,173,0,0,1.17,0,0,1.17,0,0,0,0,77.2551,77.2551,14612.2749,14777.2749,77.2551,,66.03
174,174,0,0,1.18,0,0,1.18,0,0,0,0,65.903,65.903,14678.1779,14843.1779,65.903,,55.85
175,175,0,0,1.17,0,0,1.17,0,0,0,0,64.1277,64.1277,14742.3056,14907.3056,64.1277,,54.81
176,176,0,0,1.17,0,0,1.17,0,0,0,0,78.9048,78.9048,14821.2104,14986.2104,78.9048,,67.44
177,177,0,0,1.16,0,0,1.16,0,0,0,0,73.254,73.254,14894.4644,15059.4644,73.254,,63.15
178,178,0,0,1.16,0,0,1.16,0,0,0,0,63.8696,63.8696,14958.334,15123.334,63.8696,,55.06
179,179,0,0,1.16,0,0,1.16,0,0,0,0,63.5796,63.5796,15021.9136,15186.9136,63.5796,,54.81
180,180,0,0,0.0947,-1,-1.0753,1.17,1,0,1,5,4.7138,-0.2862,15021.6274,15191.6274,58.2192,,49.76
181,181,1,33.33,1.17,0,0,1.17,1,0,0,0,66.4092,66.4092,15088.0366,15258.0366,66.4092,,56.76
182,182,1,33.33,0.0847,-1,-1.0753,1.16,2,0,1,5,4.0815,-0.9185,15087.1181,15262.1181,55.8772,,48.17
183,183,2,66.67,1.16,0,0,1.16,2,0,0,0,73.544,73.544,15160.6621,15335.6621,73.544,,63.4
184,184,2,66.67,1.16,0,0,1.16,2,0,0,0,76.0032,76.0032,15236.6653,15411.6653,76.0032,,65.52
185,185,2,66.67,2.33,0,0,2.33,2,0,0,0,147.1395,147.1395,15383.8048,15558.8048,147.1395,,63.15
186,186,2,66.67,2.33,0,0,2.33,2,0,0,0,162.8204,162.8204,15546.6252,15721.6252,162.8204,,69.88
187,187,2,66.67,2.35,0,0,2.35,2,0,0,0,169.153,169.153,15715.7782,15890.7782,169.153,,71.98
188,188,2,66.67,1.18,0,0,1.18,2,0,0,0,84.9364,84.9364,15800.7146,15975.7146,84.9364,,71.98
189,189,2,66.67,1.19,0,0,1.19,2,0,0,0,85.6562,85.6562,15886.3708,16061.3708,85.6562,,71.98
190,190,2,66.67,1.17,0,0,1.17,2,0,0,0,81.7596,81.7596,15968.1304,16143.1304,81.7596,,69.88
191,191,2,66.67,1.18,0,0,1.18,2,0,0,0,82.2106,82.2106,16050.341,16225.341,82.2106,,69.67
192,192,2,66.67,1.17,0,0,1.17,2,0,0,0,83.07,83.07,16133.411,16308.411,83.07,,71
193,193,2,66.67,1.17,0,0,1.17,2,0,0,0,82.3212,82.3212,16215.7322,16390.7322,82.3212,,70.36
194,194,2,66.67,1.17,0,0,1.17,2,0,0,0,77.8284,77.8284,16293.5606,16468.5606,77.8284,,66.52
195,195,2,66.67,1.17,0,0,1.17,2,0,0,0,71.9433,71.9433,16365.5039,16540.5039,71.9433,,61.49
196,196,2,66.67,1.18,0,0,1.18,2,0,0,0,73.5258,73.5258,16439.0297,16614.0297,73.5258,,62.31
197,197,2,66.67,1.18,0,0,1.18,2,0,0,0,72.57,72.57,16511.5997,16686.5997,72.57,,61.5
198,198,2,66.67,1.18,0,0,1.18,2,0,0,0,68.5698,68.5698,16580.1695,16755.1695,68.5698,,58.11
199,199,2,66.67,1.18,0,0,1.18,2,0,0,0,67.0004,67.0004,16647.1699,16822.1699,67.0004,,56.78
200,200,2,66.67,1.17,0,0,1.17,2,0,0,0,72.7272,72.7272,16719.8971,16894.8971,72.7272,,62.16
201,201,2,66.67,1.16,0,0,1.16,2,0,0,0,72.1056,72.1056,16792.0027,16967.0027,72.1056,,62.16
202,202,2,66.67,1.17,0,0,1.17,2,0,0,0,64.818,64.818,16856.8207,17031.8207,64.818,,55.4
203,203,2,66.67,1.15,0,0,1.15,2,0,0,0,65.6075,65.6075,16922.4282,17097.4282,65.6075,,57.05
204,204,2,66.67,0.0847,-1,-1.0753,1.16,3,0,1,5,4.1535,-0.8465,16921.5817,17101.5817,56.8632,,49.02
205,205,3,100,2.22,0,0,2.22,3,0,0,0,138.2172,138.2172,17059.7989,17239.7989,138.2172,,62.26
206,206,3,100,2.23,0,0,2.23,3,0,0,0,148.4288,148.4288,17208.2277,17388.2277,148.4288,,66.56
207,207,3,100,2.22,0,0,2.22,3,0,0,0,146.076,146.076,17354.3037,17534.3037,146.076,,65.8
208,208,3,100,2.22,0,0,2.22,3,0,0,0,148.0074,148.0074,17502.3111,17682.3111,148.0074,,66.67
209,209,3,100,1.19,0,0,1.19,3,0,0,0,83.7284,83.7284,17586.0395,17766.0395,83.7284,,70.36
210,210,3,100,1.19,0,0,1.19,3,0,0,0,84.49,84.49,17670.5295,17850.5295,84.49,,71
211,211,3,100,1.19,0,0,1.19,3,0,0,0,85.4658,85.4658,17755.9953,17935.9953,85.4658,,71.82
212,212,3,100,1.19,0,0,1.19,3,0,0,0,85.4896,85.4896,17841.4849,18021.4849,85.4896,,71.84
213,213,3,100,1.18,0,0,1.18,3,0,0,0,84.7476,84.7476,17926.2325,18106.2325,84.7476,,71.82
214,214,3,100,1.18,0,0,1.18,3,0,0,0,83.78,83.78,18010.0125,18190.0125,83.78,,71
215,215,3,100,1.18,0,0,1.18,3,0,0,0,82.2814,82.2814,18092.2939,18272.2939,82.2814,,69.73
216,216,3,100,1.17,0,0,1.17,3,0,0,0,84.2868,84.2868,18176.5807,18356.5807,84.2868,,72.04
217,217,3,100,1.17,0,0,1.17,3,0,0,0,83.3157,83.3157,18259.8964,18439.8964,83.3157,,71.21
218,218,3,100,1.17,0,0,1.17,3,0,0,0,80.0865,80.0865,18339.9829,18519.9829,80.0865,,68.45
219,219,3,100,1.16,0,0,1.16,3,0,0,0,78.5668,78.5668,18418.5497,18598.5497,78.5668,,67.73
220,220,3,100,1.17,0,0,1.17,3,0,0,0,79.3494,79.3494,18497.8991,18677.8991,79.3494,,67.82
221,221,3,100,1.18,0,0,1.18,3,0,0,0,77.8918,77.8918,18575.7909,18755.7909,77.8918,,66.01
222,222,3,100,1.18,0,0,1.18,3,0,0,0,72.039,72.039,18647.8299,18827.8299,72.039,,61.05
