date,number_of_hours,current_soc_mwh,soc_pct,net_power_to_be_sold_or_buy,current_release,battery_grid_power_mw,uncontrolled_power,next_soc_mwh,surplus,throughput_mwh,wear_cost,current_benefit,net_benefit,cumulative_net_benefit,cumulative_benefit,wind_only_revenue,marginal_benefit_vs_wind_only_net,price
1075,1075,3,100,2.7925,1.75,1.6625,1.13,1.25,0,1.75,8.75,195.112,186.362,88422.0171,89588.2671,78.9531,,69.87
1076,1076,1.25,41.67,2.3175,1.25,1.1875,1.13,0,0,1.25,6.25,159.5367,153.2867,88575.3038,89747.8038,77.7892,,68.84
1077,1077,0,0,1.13,0,0,1.13,0,0,0,0,75.3823,75.3823,88650.6861,89823.1861,75.3823,,66.71
1078,1078,0,0,1.13,0,0,1.13,0,0,0,0,70.4555,70.4555,88721.1416,89893.6416,70.4555,,62.35
1079,1079,0,0,1.13,0,0,1.13,0,0,0,0,62.2291,62.2291,88783.3707,89955.8707,62.2291,,55.07
1080,1080,0,0,0,0,0,0,0,0,0,0,0,0,88783.3707,89955.8707,0,,68.29
1081,1081,0,0,1.13,0,0,1.13,0,0,0,0,71.868,71.868,88855.2387,90027.7387,71.868,,63.6
1082,1082,0,0,1.13,0,0,1.13,0,0,0,0,65.8112,65.8112,88921.0499,90093.5499,65.8112,,58.24
1083,1083,0,0,1.13,0,0,1.13,0,0,0,0,53.7654,53.7654,88974.8153,90147.3153,53.7654,,47.58
1084,1084,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,2.1301,-2.8699,88971.9454,90149.4454,43.9796,,38.92
1085,1085,1,33.33,0.0647,-1,-1.0753,1.14,2,0,1,5,2.9589,-2.0411,88969.9043,90152.4043,52.1094,,45.71
1086,1086,2,66.67,0.2375,0.25,0.2375,0,1.75,0,0.25,1.25,15.067,13.817,88983.7213,90167.4713,0,,63.44
1087,1087,1.75,58.33,1.14,0,0,1.14,1.75,0,0,0,54.4122,54.4122,89038.1335,90221.8835,54.4122,,47.73
1088,1088,1.75,58.33,2.8125,1.75,1.6625,1.15,0,0,1.75,8.75,184.0781,175.3281,89213.4616,90405.9616,75.2675,,65.45
1089,1089,0,0,1.13,0,0,1.13,0,0,0,0,37.0301,37.0301,89250.4917,90442.9917,37.0301,,32.77
1090,1090,0,0,1.11,0,0,1.11,0,0,0,0,31.8348,31.8348,89282.3265,90474.8265,31.8348,,28.68
1091,1091,0,0,3,0,0,3,0,0,0,0,107.73,107.73,89390.0565,90582.5565,107.73,,35.91
1092,1092,0,0,0.1295,-2,-2.1505,2.28,2,0,2,10,0.6654,-9.3346,89380.7219,90583.2219,11.7192,,5.14
1093,1093,2,66.67,1.2147,-1,-1.0753,2.29,3,0,1,5,12.536,7.536,89388.2579,90595.7579,23.6328,,10.32
1094,1094,3,100,2.28,0,0,2.28,3,0,0,0,46.74,46.74,89434.9979,90642.4979,46.74,,20.5
1095,1095,3,100,1.12,0,0,1.12,3,0,0,0,16.408,16.408,89451.4059,90658.9059,16.408,,14.65
1096,1096,3,100,1.15,0,0,1.15,3,0,0,0,52.0605,52.0605,89503.4664,90710.9664,52.0605,,45.27
1097,1097,3,100,1.15,0,0,1.15,3,0,0,0,73.738,73.738,89577.2044,90784.7044,73.738,,64.12
1098,1098,3,100,1.14,0,0,1.14,3,0,0,0,74.7042,74.7042,89651.9086,90859.4086,74.7042,,65.53
1099,1099,3,100,2.7925,1.75,1.6625,1.13,1.25,0,1.75,8.75,193.3527,184.6027,89836.5113,91052.7613,78.2412,,69.24
1100,1100,1.25,41.67,1.13,0,0,1.13,1.25,0,0,0,75.2241,75.2241,89911.7354,91127.9854,75.2241,,66.57
1101,1101,1.25,41.67,1.13,0,0,1.13,1.25,0,0,0,74.0715,74.0715,89985.8069,91202.0569,74.0715,,65.55
1102,1102,1.25,41.67,1.14,0,0,1.14,1.25,0,0,0,70.737,70.737,90056.5439,91272.7939,70.737,,62.05
1103,1103,1.25,41.67,1.14,0,0,1.14,1.25,0,0,0,64.2162,64.2162,90120.7601,91337.0101,64.2162,,56.33
1104,1104,1.25,41.67,2.3275,1.25,1.1875,1.14,0,0,1.25,6.25,157.4786,151.2286,90271.9887,91494.4887,77.1324,,67.66
1105,1105,0,0,1.13,0,0,1.13,0,0,0,0,68.3763,68.3763,90340.365,91562.865,68.3763,,60.51
1106,1106,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,2.1323,-2.8677,90337.4973,91564.9973,44.0248,,38.96
1107,1107,1,33.33,1.14,0,0,1.14,1,0,0,0,63.4182,63.4182,90400.9155,91628.4155,63.4182,,55.63
1108,1108,1,33.33,1.14,0,0,1.14,1,0,0,0,64.1364,64.1364,90465.0519,91692.5519,64.1364,,56.26
1109,1109,1,33.33,1.14,0,0,1.14,1,0,0,0,65.8122,65.8122,90530.8641,91758.3641,65.8122,,57.73
1110,1110,1,33.33,2.08,1,0.95,1.13,0,0,1,5,123.6768,118.6768,90649.5409,91882.0409,67.1898,,59.46
1111,1111,0,0,1.15,0,0,1.15,0,0,0,0,33.0165,33.0165,90682.5574,91915.0574,33.0165,,28.71
1112,1112,0,0,1.15,0,0,1.15,0,0,0,0,32.6485,32.6485,90715.2059,91947.7059,32.6485,,28.39
1113,1113,0,0,1.13,0,0,1.13,0,0,0,0,36.3747,36.3747,90751.5806,91984.0806,36.3747,,32.19
1114,1114,0,0,1.13,0,0,1.13,0,0,0,0,8.249,8.249,90759.8296,91992.3296,8.249,,7.3
1115,1115,0,0,1.13,0,0,1.13,0,0,0,0,3.503,3.503,90763.3326,91995.8326,3.503,,3.1
1116,1116,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,0.1439,-4.8561,90758.4765,91995.9765,2.9719,,2.63
1117,1117,1,33.33,0.0547,-1,-1.0753,1.13,2,0,1,5,0.145,-4.855,90753.6215,91996.1215,2.9945,,2.65
1118,1118,2,66.67,0.0547,-1,-1.0753,1.13,3,0,1,5,0.145,-4.855,90748.7665,91996.2665,2.9945,,2.65
1119,1119,3,100,1.13,0,0,1.13,3,0,0,0,3.0171,3.0171,90751.7836,91999.2836,3.0171,,2.67
1120,1120,3,100,2.3,0,0,2.3,3,0,0,0,49.519,49.519,90801.3026,92048.8026,49.519,,21.53
1121,1121,3,100,2.3,0,0,2.3,3,0,0,0,125.534,125.534,90926.8366,92174.3366,125.534,,54.58
1122,1122,3,100,2.775,0.5,0.475,2.3,2.5,0,0.5,2.5,187.7565,185.2565,91112.0931,92362.0931,155.618,,67.66
1123,1123,2.5,83.33,3,0.75,0.7125,2.3,1.75,0.0125,0.75,3.75,209.13,205.38,91317.4731,92571.2231,160.333,,69.71
1124,1124,1.75,58.33,2.7925,1.75,1.6625,1.13,0,0,1.75,8.75,194.1067,185.3567,91502.8298,92765.3298,78.5463,,69.51
1125,1125,0,0,1.14,0,0,1.14,0,0,0,0,74.6586,74.6586,91577.4884,92839.9884,74.6586,,65.49
1126,1126,0,0,1.15,0,0,1.15,0,0,0,0,69.4715,69.4715,91646.9599,92909.4599,69.4715,,60.41
1127,1127,0,0,1.15,0,0,1.15,0,0,0,0,69.2875,69.2875,91716.2474,92978.7474,69.2875,,60.25
1128,1128,0,0,1.14,0,0,1.14,0,0,0,0,61.1382,61.1382,91777.3856,93039.8856,61.1382,,53.63
1129,1129,0,0,1.14,0,0,1.14,0,0,0,0,44.6652,44.6652,91822.0508,93084.5508,44.6652,,39.18
1130,1130,0,0,1.14,0,0,1.14,0,0,0,0,35.2716,35.2716,91857.3224,93119.8224,35.2716,,30.94
1131,1131,0,0,1.14,0,0,1.14,0,0,0,0,32.9118,32.9118,91890.2342,93152.7342,32.9118,,28.87
1132,1132,0,0,1.14,0,0,1.14,0,0,0,0,41.211,41.211,91931.4452,93193.9452,41.211,,36.15
1133,1133,0,0,1.14,0,0,1.14,0,0,0,0,41.211,41.211,91972.6562,93235.1562,41.211,,36.15
1134,1134,0,0,1.14,0,0,1.14,0,0,0,0,44.6652,44.6652,92017.3214,93279.8214,44.6652,,39.18
1135,1135,0,0,1.14,0,0,1.14,0,0,0,0,41.1198,41.1198,92058.4412,93320.9412,41.1198,,36.07
1136,1136,0,0,1.14,0,0,1.14,0,0,0,0,2.3484,2.3484,92060.7896,93323.2896,2.3484,,2.06
1137,1137,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,0,-5,92055.7896,93323.2896,0,,0
1138,1138,1,33.33,0.0447,-1,-1.0753,1.12,2,0,1,5,0,-5,92050.7896,93323.2896,0,,0
1139,1139,2,66.67,0.0447,-1,-1.0753,1.12,3,0,1,5,0,-5,92045.7896,93323.2896,0,,0
1140,1140,3,100,1.13,0,0,1.13,3,0,0,0,0,0,92045.7896,93323.2896,0,,0
1141,1141,3,100,1.12,0,0,1.12,3,0,0,0,0,0,92045.7896,93323.2896,0,,0
1142,1142,3,100,1.13,0,0,1.13,3,0,0,0,0,0,92045.7896,93323.2896,0,,0
1143,1143,3,100,1.13,0,0,1.13,3,0,0,0,0.5876,0.5876,92046.3772,93323.8772,0.5876,,0.52
1144,1144,3,100,1.13,0,0,1.13,3,0,0,0,4.6556,4.6556,92051.0328,93328.5328,4.6556,,4.12
1145,1145,3,100,1.15,0,0,1.15,3,0,0,0,57.201,57.201,92108.2338,93385.7338,57.201,,49.74
1146,1146,3,100,2.575,1.5,1.425,1.15,1.5,0,1.5,7.5,180.0182,172.5182,92280.752,93565.752,80.3965,,69.91
1147,1147,1.5,50,2.565,1.5,1.425,1.14,0,0,1.5,7.5,179.3191,171.8191,92452.5711,93745.0711,79.6974,,69.91
1148,1148,0,0,1.14,0,0,1.14,0,0,0,0,77.5884,77.5884,92530.1595,93822.6595,77.5884,,68.06
1149,1149,0,0,1.13,0,0,1.13,0,0,0,0,73.2918,73.2918,92603.4513,93895.9513,73.2918,,64.86
1150,1150,0,0,1.13,0,0,1.13,0,0,0,0,62.9184,62.9184,92666.3697,93958.8697,62.9184,,55.68
1151,1151,0,0,0,0,0,0,0,0,0,0,0,0,92666.3697,93958.8697,0,,56.22
1152,1152,0,0,2.29,0,0,2.29,0,0,0,0,146.3997,146.3997,92812.7694,94105.2694,146.3997,,63.93
1153,1153,0,0,2.29,0,0,2.29,0,0,0,0,136.9649,136.9649,92949.7343,94242.2343,136.9649,,59.81
1154,1154,0,0,1.13,0,0,1.13,0,0,0,0,60.9635,60.9635,93010.6978,94303.1978,60.9635,,53.95
1155,1155,0,0,0.0647,-1,-1.0753,1.14,1,0,1,5,2.9356,-2.0644,93008.6334,94306.1334,51.699,,45.35
1156,1156,1,33.33,0.0747,-1,-1.0753,1.15,2,0,1,5,2.928,-2.072,93006.5614,94309.0614,45.057,,39.18
1157,1157,2,66.67,1.15,0,0,1.15,2,0,0,0,62.0425,62.0425,93068.6039,94371.1039,62.0425,,53.95
1158,1158,2,66.67,2.3375,1.25,1.1875,1.15,0.75,0,1.25,6.25,156.4723,150.2223,93218.8262,94527.5762,76.981,,66.94
1159,1159,0.75,25,0.0747,-1,-1.0753,1.15,1.75,0,1,5,2.928,-2.072,93216.7542,94530.5042,45.057,,39.18
1160,1160,1.75,58.33,2.8125,1.75,1.6625,1.15,0,0,1.75,8.75,193.6125,184.8625,93401.6167,94724.1167,79.166,,68.84
1161,1161,0,0,1.13,0,0,1.13,0,0,0,0,60.9635,60.9635,93462.5802,94785.0802,60.9635,,53.95
1162,1162,0,0,0.0447,-1,-1.0753,1.12,1,0,1,5,1.5866,-3.4134,93459.1668,94786.6668,39.7264,,35.47
1163,1163,1,33.33,0.0547,-1,-1.0753,1.13,2,0,1,5,1.9134,-3.0866,93456.0802,94788.5802,39.5048,,34.96
1164,1164,2,66.67,0.0447,-1,-1.0753,1.12,3,0,1,5,0.9224,-4.0776,93452.0026,94789.5026,23.0944,,20.62
1165,1165,3,100,1.12,0,0,1.12,3,0,0,0,40.488,40.488,93492.4906,94829.9906,40.488,,36.15
1166,1166,3,100,1.13,0,0,1.13,3,0,0,0,44.2734,44.2734,93536.764,94874.264,44.2734,,39.18
1167,1167,3,100,1.13,0,0,1.13,3,0,0,0,67.9017,67.9017,93604.6657,94942.1657,67.9017,,60.09
1168,1168,3,100,1.13,0,0,1.13,3,0,0,0,78.0717,78.0717,93682.7374,95020.2374,78.0717,,69.09
1169,1169,3,100,1.13,0,0,1.13,3,0,0,0,79.2356,79.2356,93761.973,95099.473,79.2356,,70.12
1170,1170,3,100,1.15,0,0,1.15,3,0,0,0,80.638,80.638,93842.611,95180.111,80.638,,70.12
1171,1171,3,100,2.08,1,0.95,1.13,2,0,1,5,145.8496,140.8496,93983.4606,95325.9606,79.2356,,70.12
1172,1172,2,66.67,2.09,1,0.95,1.14,1,0,1,5,146.5508,141.5508,94125.0114,95472.5114,79.9368,,70.12
1173,1173,1,33.33,2.08,1,0.95,1.13,0,0,1,5,145.8496,140.8496,94265.861,95618.361,79.2356,,70.12
1174,1174,0,0,1.14,0,0,1.14,0,0,0,0,78.5232,78.5232,94344.3842,95696.8842,78.5232,,68.88
1175,1175,0,0,1.14,0,0,1.14,0,0,0,0,77.4744,77.4744,94421.8586,95774.3586,77.4744,,67.96
1176,1176,0,0,1.13,0,0,1.13,0,0,0,0,78.7271,78.7271,94500.5857,95853.0857,78.7271,,69.67
1177,1177,0,0,1.14,0,0,1.14,0,0,0,0,75.9354,75.9354,94576.5211,95929.0211,75.9354,,66.61
1178,1178,0,0,1.14,0,0,1.14,0,0,0,0,75.2286,75.2286,94651.7497,96004.2497,75.2286,,65.99
1179,1179,0,0,1.14,0,0,1.14,0,0,0,0,75.1944,75.1944,94726.9441,96079.4441,75.1944,,65.96
1180,1180,0,0,1.14,0,0,1.14,0,0,0,0,70.224,70.224,94797.1681,96149.6681,70.224,,61.6
1181,1181,0,0,1.15,0,0,1.15,0,0,0,0,76.6015,76.6015,94873.7696,96226.2696,76.6015,,66.61
1182,1182,0,0,1.15,0,0,1.15,0,0,0,0,76.843,76.843,94950.6126,96303.1126,76.843,,66.82
1183,1183,0,0,1.15,0,0,1.15,0,0,0,0,70.4375,70.4375,95021.0501,96373.5501,70.4375,,61.25
1184,1184,0,0,2.29,0,0,2.29,0,0,0,0,159.2466,159.2466,95180.2967,96532.7967,159.2466,,69.54
1185,1185,0,0,2.29,0,0,2.29,0,0,0,0,108.6147,108.6147,95288.9114,96641.4114,108.6147,,47.43
1186,1186,0,0,2.29,0,0,2.29,0,0,0,0,119.8128,119.8128,95408.7242,96761.2242,119.8128,,52.32
1187,1187,0,0,2.29,0,0,2.29,0,0,0,0,124.9653,124.9653,95533.6895,96886.1895,124.9653,,54.57
1188,1188,0,0,0.1395,-2,-2.1505,2.29,2,0,2,10,4.4447,-5.5553,95528.1342,96890.6342,72.9823,,31.87
1189,1189,2,66.67,1.2147,-1,-1.0753,2.29,3,0,1,5,46.342,41.342,95569.4762,96936.9762,87.3635,,38.15
1190,1190,3,100,3,0.75,0.7125,2.29,2.25,0.0025,0.75,3.75,182.28,178.53,95748.0062,97119.2562,139.1404,,60.76
1191,1191,2.25,75,0.3335,-0.75,-0.8065,1.14,3,0,0.75,3.75,13.6888,9.9388,95757.945,97132.945,46.7856,,41.04
1192,1192,3,100,1.14,0,0,1.14,3,0,0,0,73.587,73.587,95831.532,97206.532,73.587,,64.55
1193,1193,3,100,1.15,0,0,1.15,3,0,0,0,80.638,80.638,95912.17,97287.17,80.638,,70.12
1194,1194,3,100,1.14,0,0,1.14,3,0,0,0,79.9368,79.9368,95992.1068,97367.1068,79.9368,,70.12
1195,1195,3,100,1.14,0,0,1.14,3,0,0,0,79.9368,79.9368,96072.0436,97447.0436,79.9368,,70.12
1196,1196,3,100,2.09,1,0.95,1.14,2,0,1,5,146.5508,141.5508,96213.5944,97593.5944,79.9368,,70.12
1197,1197,2,66.67,2.09,1,0.95,1.14,1,0,1,5,146.5508,141.5508,96355.1452,97740.1452,79.9368,,70.12
1198,1198,1,33.33,2.09,1,0.95,1.14,0,0,1,5,146.5508,141.5508,96496.696,97886.696,79.9368,,70.12
1199,1199,0,0,1.14,0,0,1.14,0,0,0,0,77.406,77.406,96574.102,97964.102,77.406,,67.9
1200,1200,0,0,1.14,0,0,1.14,0,0,0,0,77.6682,77.6682,96651.7702,98041.7702,77.6682,,68.13
1201,1201,0,0,1.14,0,0,1.14,0,0,0,0,75.0918,75.0918,96726.862,98116.862,75.0918,,65.87
1202,1202,0,0,1.14,0,0,1.14,0,0,0,0,70.965,70.965,96797.827,98187.827,70.965,,62.25
1203,1203,0,0,1.13,0,0,1.13,0,0,0,0,69.3142,69.3142,96867.1412,98257.1412,69.3142,,61.34
1204,1204,0,0,1.14,0,0,1.14,0,0,0,0,68.0466,68.0466,96935.1878,98325.1878,68.0466,,59.69
1205,1205,0,0,1.14,0,0,1.14,0,0,0,0,73.4502,73.4502,97008.638,98398.638,73.4502,,64.43
1206,1206,0,0,1.15,0,0,1.15,0,0,0,0,76.6935,76.6935,97085.3315,98475.3315,76.6935,,66.69
1207,1207,0,0,1.15,0,0,1.15,0,0,0,0,68.6205,68.6205,97153.952,98543.952,68.6205,,59.67
1208,1208,0,0,1.15,0,0,1.15,0,0,0,0,79.0625,79.0625,97233.0145,98623.0145,79.0625,,68.75
1209,1209,0,0,1.13,0,0,1.13,0,0,0,0,72.1053,72.1053,97305.1198,98695.1198,72.1053,,63.81
1210,1210,0,0,1.13,0,0,1.13,0,0,0,0,60.0482,60.0482,97365.168,98755.168,60.0482,,53.14
1211,1211,0,0,1.12,0,0,1.12,0,0,0,0,67.2672,67.2672,97432.4352,98822.4352,67.2672,,60.06
1212,1212,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,1.5774,-3.4226,97429.0126,98824.0126,32.5666,,28.82
1213,1213,1,33.33,1.13,0,0,1.13,1,0,0,0,64.749,64.749,97493.7616,98888.7616,64.749,,57.3
1214,1214,1,33.33,1.13,0,0,1.13,1,0,0,0,71.3934,71.3934,97565.155,98960.155,71.3934,,63.18
1215,1215,1,33.33,1.13,0,0,1.13,1,0,0,0,64.4552,64.4552,97629.6102,99024.6102,64.4552,,57.04
1216,1216,1,33.33,2.28,0,0,2.28,1,0,0,0,149.7048,149.7048,97779.315,99174.315,149.7048,,65.66
1217,1217,1,33.33,2.28,0,0,2.28,1,0,0,0,159.5544,159.5544,97938.8694,99333.8694,159.5544,,69.98
1218,1218,1,33.33,2.29,0,0,2.29,1,0,0,0,160.2542,160.2542,98099.1236,99494.1236,160.2542,,69.98
1219,1219,1,33.33,1.14,0,0,1.14,1,0,0,0,79.7772,79.7772,98178.9008,99573.9008,79.7772,,69.98
1220,1220,1,33.33,1.615,0.5,0.475,1.14,0.5,0,0.5,2.5,113.0177,110.5177,98289.4185,99686.9185,79.7772,,69.98
1221,1221,0.5,16.67,1.615,0.5,0.475,1.14,0,0,0.5,2.5,113.0177,110.5177,98399.9362,99799.9362,79.7772,,69.98
1222,1222,0,0,1.15,0,0,1.15,0,0,0,0,76.866,76.866,98476.8022,99876.8022,76.866,,66.84
1223,1223,0,0,1.14,0,0,1.14,0,0,0,0,74.8524,74.8524,98551.6546,99951.6546,74.8524,,65.66
1224,1224,0,0,1.13,0,0,1.13,0,0,0,0,75.0772,75.0772,98626.7318,100026.7318,75.0772,,66.44
1225,1225,0,0,1.14,0,0,1.14,0,0,0,0,73.758,73.758,98700.4898,100100.4898,73.758,,64.7
1226,1226,0,0,1.14,0,0,1.14,0,0,0,0,63.0078,63.0078,98763.4976,100163.4976,63.0078,,55.27
1227,1227,0,0,1.14,0,0,1.14,0,0,0,0,71.4666,71.4666,98834.9642,100234.9642,71.4666,,62.69
1228,1228,0,0,1.15,0,0,1.15,0,0,0,0,65.734,65.734,98900.6982,100300.6982,65.734,,57.16
1229,1229,0,0,1.15,0,0,1.15,0,0,0,0,70.748,70.748,98971.4462,100371.4462,70.748,,61.52
1230,1230,0,0,1.15,0,0,1.15,0,0,0,0,75.486,75.486,99046.9322,100446.9322,75.486,,65.64
1231,1231,0,0,1.15,0,0,1.15,0,0,0,0,65.734,65.734,99112.6662,100512.6662,65.734,,57.16
1232,1232,0,0,1.14,0,0,1.14,0,0,0,0,72.4698,72.4698,99185.136,100585.136,72.4698,,63.57
1233,1233,0,0,1.13,0,0,1.13,0,0,0,0,53.3021,53.3021,99238.4381,100638.4381,53.3021,,47.17
1234,1234,0,0,2.28,0,0,2.28,0,0,0,0,80.4156,80.4156,99318.8537,100718.8537,80.4156,,35.27
1235,1235,0,0,2.28,0,0,2.28,0,0,0,0,72.2532,72.2532,99391.1069,100791.1069,72.2532,,31.69
1236,1236,0,0,0.1295,-2,-2.1505,2.28,2,0,2,10,1.3296,-8.6704,99382.4365,100792.4365,23.4156,,10.27
1237,1237,2,66.67,2.28,0,0,2.28,2,0,0,0,70.1328,70.1328,99452.5693,100862.5693,70.1328,,30.76
1238,1238,2,66.67,2.28,0,0,2.28,2,0,0,0,80.4156,80.4156,99532.9849,100942.9849,80.4156,,35.27
1239,1239,2,66.67,0.0647,-1,-1.0753,1.14,3,0,1,5,1.3276,-3.6724,99529.3125,100944.3125,23.3814,,20.51
1240,1240,3,100,1.14,0,0,1.14,3,0,0,0,71.9682,71.9682,99601.2807,101016.2807,71.9682,,63.13
1241,1241,3,100,1.15,0,0,1.15,3,0,0,0,80.178,80.178,99681.4587,101096.4587,80.178,,69.72
1242,1242,3,100,2.3275,1.25,1.1875,1.14,1.75,0,1.25,6.25,162.2733,156.0233,99837.482,101258.732,79.4808,,69.72
1243,1243,1.75,58.33,2.8025,1.75,1.6625,1.14,0,0,1.75,8.75,195.3903,186.6403,100024.1223,101454.1223,79.4808,,69.72
1244,1244,0,0,1.14,0,0,1.14,0,0,0,0,79.2528,79.2528,100103.3751,101533.3751,79.2528,,69.52
1245,1245,0,0,1.15,0,0,1.15,0,0,0,0,77.8205,77.8205,100181.1956,101611.1956,77.8205,,67.67
1246,1246,0,0,1.15,0,0,1.15,0,0,0,0,65.3315,65.3315,100246.5271,101676.5271,65.3315,,56.81
1247,1247,0,0,1.15,0,0,1.15,0,0,0,0,62.399,62.399,100308.9261,101738.9261,62.399,,54.26
1248,1248,0,0,1.14,0,0,1.14,0,0,0,0,72.5724,72.5724,100381.4985,101811.4985,72.5724,,63.66
1249,1249,0,0,1.14,0,0,1.14,0,0,0,0,70.2354,70.2354,100451.7339,101881.7339,70.2354,,61.61
1250,1250,0,0,0.0647,-1,-1.0753,1.14,1,0,1,5,2.5258,-2.4742,100449.2597,101884.2597,44.4828,,39.02
1251,1251,1,33.33,0.0647,-1,-1.0753,1.14,2,0,1,5,2.5258,-2.4742,100446.7855,101886.7855,44.4828,,39.02
1252,1252,2,66.67,1.14,0,0,1.14,2,0,0,0,57.7752,57.7752,100504.5607,101944.5607,57.7752,,50.68
1253,1253,2,66.67,1.14,0,0,1.14,2,0,0,0,68.97,68.97,100573.5307,102013.5307,68.97,,60.5
1254,1254,2,66.67,2.8025,1.75,1.6625,1.14,0.25,0,1.75,8.75,180.9014,172.1514,100745.6821,102194.4321,73.587,,64.55
1255,1255,0.25,8.33,1.14,0,0,1.14,0.25,0,0,0,58.5276,58.5276,100804.2097,102252.9597,58.5276,,51.34
1256,1256,0.25,8.33,1.3675,0.25,0.2375,1.13,0,0,0.25,1.25,84.2517,83.0017,100887.2114,102337.2114,69.6193,,61.61
1257,1257,0,0,1.13,0,0,1.13,0,0,0,0,39.9116,39.9116,100927.123,102377.123,39.9116,,35.32
1258,1258,0,0,1.13,0,0,1.13,0,0,0,0,34.7023,34.7023,100961.8253,102411.8253,34.7023,,30.71
1259,1259,0,0,0.0547,-1,-1.0753,1.13,1,0,1,5,1.3453,-3.6547,100958.1706,102413.1706,27.7754,,24.58
1260,1260,1,33.33,0.0647,-1,-1.0753,1.14,2,0,1,5,0.2699,-4.7301,100953.4405,102413.4405,4.7538,,4.17
1261,1261,2,66.67,0.0647,-1,-1.0753,1.14,3,0,1,5,0.6648,-4.3352,100949.1053,102414.1053,11.7078,,10.27
1262,1262,3,100,1.13,0,0,1.13,3,0,0,0,32.4875,32.4875,100981.5928,102446.5928,32.4875,,28.75
1263,1263,3,100,1.12,0,0,1.12,3,0,0,0,34.3952,34.3952,101015.988,102480.988,34.3952,,30.71
1264,1264,3,100,2.18,0,0,2.18,3,0,0,0,113.5344,113.5344,101129.5224,102594.5224,113.5344,,52.08
1265,1265,3,100,2.29,0,0,2.29,3,0,0,0,159.8878,159.8878,101289.4102,102754.4102,159.8878,,69.82
1266,1266,3,100,2.8125,1.75,1.6625,1.15,1.25,0,1.75,8.75,196.3687,187.6187,101477.0289,102950.7789,80.293,,69.82
1267,1267,1.25,41.67,2.3275,1.25,1.1875,1.14,0,0,1.25,6.25,162.506,156.256,101633.2849,103113.2849,79.5948,,69.82
1268,1268,0,0,1.13,0,0,1.13,0,0,0,0,78.648,78.648,101711.9329,103191.9329,78.648,,69.6
1269,1269,0,0,1.14,0,0,1.14,0,0,0,0,73.587,73.587,101785.5199,103265.5199,73.587,,64.55
1270,1270,0,0,1.14,0,0,1.14,0,0,0,0,61.389,61.389,101846.9089,103326.9089,61.389,,53.85
1271,1271,0,0,1.14,0,0,1.14,0,0,0,0,68.172,68.172,101915.0809,103395.0809,68.172,,59.8
1272,1272,0,0,1.12,0,0,1.12,0,0,0,0,73.696,73.696,101988.7769,103468.7769,73.696,,65.8
1273,1273,0,0,1.12,0,0,1.12,0,0,0,0,67.0544,67.0544,102055.8313,103535.8313,67.0544,,59.87
1274,1274,0,0,1.13,0,0,1.13,0,0,0,0,55.031,55.031,102110.8623,103590.8623,55.031,,48.7
1275,1275,0,0,1.13,0,0,1.13,0,0,0,0,52.3077,52.3077,102163.17,103643.17,52.3077,,46.29
1276,1276,0,0,0.0647,-1,-1.0753,1.14,1,0,1,5,2.5303,-2.4697,102160.7003,103645.7003,44.5626,,39.09
1277,1277,1,33.33,1.14,0,0,1.14,1,0,0,0,50.5704,50.5704,102211.2707,103696.2707,50.5704,,44.36
1278,1278,1,33.33,2.09,1,0.95,1.14,0,0,1,5,126.8421,121.8421,102333.1128,103823.1128,69.1866,,60.69
1279,1279,0,0,1.13,0,0,1.13,0,0,0,0,33.7079,33.7079,102366.8207,103856.8207,33.7079,,29.83
1280,1280,0,0,1.13,0,0,1.13,0,0,0,0,38.9398,38.9398,102405.7605,103895.7605,38.9398,,34.46
1281,1281,0,0,1.13,0,0,1.13,0,0,0,0,39.9116,39.9116,102445.6721,103935.6721,39.9116,,35.32
1282,1282,0,0,1.13,0,0,1.13,0,0,0,0,23.2441,23.2441,102468.9162,103958.9162,23.2441,,20.57
1283,1283,0,0,2.27,0,0,2.27,0,0,0,0,35.0261,35.0261,102503.9423,103993.9423,35.0261,,15.43
1284,1284,0,0,0.1295,-2,-2.1505,2.28,2,0,2,10,0.6149,-9.3851,102494.5572,103994.5572,10.83,,4.75
1285,1285,2,66.67,2.29,0,0,2.29,2,0,0,0,35.3347,35.3347,102529.8919,104029.8919,35.3347,,15.43
1286,1286,2,66.67,1.2147,-1,-1.0753,2.29,3,0,1,5,12.0137,7.0137,102536.9056,104041.9056,22.6481,,9.89
1287,1287,3,100,2.3,0,0,2.3,3,0,0,0,66.24,66.24,102603.1456,104108.1456,66.24,,28.8
1288,1288,3,100,1.15,0,0,1.15,3,0,0,0,64.9175,64.9175,102668.0631,104173.0631,64.9175,,56.45
1289,1289,3,100,1.14,0,0,1.14,3,0,0,0,79.743,79.743,102747.8061,104252.8061,79.743,,69.95
1290,1290,3,100,1.14,0,0,1.14,3,0,0,0,79.743,79.743,102827.5491,104332.5491,79.743,,69.95
1291,1291,3,100,1.13,0,0,1.13,3,0,0,0,79.0435,79.0435,102906.5926,104411.5926,79.0435,,69.95
